Dataset,Phylum,Class,Order,Family,Genus,Species,n
East Pacific,Mollusca,Gastropoda,Mesogastropoda,NA,NA,NA,46
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,Mecynocera,NA,42
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,NA,41
East Pacific,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,NA,37
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Pterosagittidae,Pterosagitta,NA,37
East Pacific,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum,NA,36
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,NA,33
East Pacific,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,NA,31
East Pacific,Arthropoda,NA,NA,NA,NA,NA,29
East Pacific,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,NA,NA,28
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,NA,NA,NA,27
East Pacific,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,26
East Pacific,Arthropoda,Thecostraca,NA,NA,NA,NA,26
East Pacific,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,NA,NA,26
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,NA,25
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypris,NA,23
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,NA,23
East Pacific,Myzozoa,Dinophyceae,Peridiniales,Podolampaceae,NA,NA,23
East Pacific,Chordata,Appendicularia,Copelata,Oikopleuridae,Stegosoma,NA,22
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula,NA,21
East Pacific,Heterokontophyta,Bacillariophyceae,Biddulphiales,Biddulphiaceae,NA,NA,21
East Pacific,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,NA,NA,21
East Pacific,Nematoda,Chromadorea,Chromadorida,Chromadoridae,NA,NA,21
East Pacific,Arthropoda,Copepoda,Calanoida,NA,NA,NA,20
East Pacific,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,20
East Pacific,Chordata,Thaliacea,Salpida,Salpidae,Thalia,NA,20
East Pacific,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,NA,19
East Pacific,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,NA,19
East Pacific,Arthropoda,Ostracoda,NA,NA,NA,NA,19
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Goniodomataceae,NA,NA,19
East Pacific,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus,NA,18
East Pacific,Arthropoda,Malacostraca,Tanaidacea,NA,NA,NA,17
East Pacific,Chaetognatha,Sagittoidea,Phragmophora,NA,NA,NA,16
East Pacific,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,NA,NA,16
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,15
East Pacific,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Lubbockia,NA,15
East Pacific,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Aegisthus,NA,15
East Pacific,Myzozoa,Dinophyceae,Gymnodiniales,NA,NA,NA,15
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scaphocalanus,NA,14
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Hyperietta,NA,14
East Pacific,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,14
East Pacific,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,NA,13
East Pacific,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,NA,12
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,NA,12
East Pacific,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,NA,NA,12
East Pacific,Mollusca,Gastropoda,NA,NA,NA,NA,12
East Pacific,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,NA,NA,12
East Pacific,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,NA,NA,12
East Pacific,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,11
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,NA,11
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,NA,11
East Pacific,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,NA,NA,11
East Pacific,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,NA,10
East Pacific,Arthropoda,Copepoda,Calanoida,Fosshageniidae,Temoropia,NA,10
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,NA,10
East Pacific,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,NA,10
East Pacific,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolina,NA,10
East Pacific,Myzozoa,Dinophyceae,Peridiniales,NA,NA,NA,10
East Pacific,Arthropoda,Arachnida,NA,NA,NA,NA,9
East Pacific,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,NA,9
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,NA,9
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,NA,9
East Pacific,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglaura,NA,9
East Pacific,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,NA,NA,9
East Pacific,Haptophyta,Coccolithophyceae,Syracosphaerales,Rhabdosphaeraceae,NA,NA,9
East Pacific,Heterokontophyta,Bacillariophyceae,Pennales,NA,NA,NA,9
East Pacific,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA,9
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Ceratocoryaceae,NA,NA,9
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,NA,8
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecissa,NA,8
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,NA,8
East Pacific,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,NA,NA,8
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,NA,8
East Pacific,Kinorhyncha,NA,NA,NA,NA,NA,8
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Cladopyxidaceae,NA,NA,8
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,NA,7
East Pacific,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella,NA,7
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Archiconchoecia,NA,7
East Pacific,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,NA,7
East Pacific,Chordata,Teleostei,Stomiiformes,Stomiidae,Photonectes,NA,7
East Pacific,Chordata,NA,NA,NA,NA,NA,7
East Pacific,Cnidaria,Octocorallia,Malacalcyonacea,Clavulariidae,NA,NA,7
East Pacific,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Microlaimus,Microlaimus parahonestus,7
East Pacific,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,NA,6
East Pacific,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,NA,6
East Pacific,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Spinocalanus,NA,6
East Pacific,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Clytemnestra,NA,6
East Pacific,Arthropoda,Malacostraca,Decapoda,Aristeidae,NA,NA,6
East Pacific,Arthropoda,Malacostraca,Decapoda,Oplophoridae,NA,NA,6
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Metaconchoecia,NA,6
East Pacific,Cnidaria,NA,NA,NA,NA,NA,6
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,NA,NA,6
East Pacific,Nematoda,Adenophorea,NA,NA,NA,NA,6
East Pacific,Nematoda,Enoplea,Enoplida,Ironidae,NA,NA,6
East Pacific,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,NA,NA,6
East Pacific,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,NA,5
East Pacific,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,NA,5
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia,NA,5
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Decipisagitta,NA,5
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,NA,5
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Desmophyes,NA,5
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Primnoidae,NA,NA,5
East Pacific,Cyanobacteria,Cyanophyceae,Chroococcales,NA,NA,NA,5
East Pacific,Echinodermata,Echinoidea,NA,NA,NA,NA,5
East Pacific,Haptophyta,Coccolithophyceae,Coccosphaerales,NA,NA,NA,5
East Pacific,Heterokontophyta,Bacillariophyceae,Melosirales,Melosiraceae,NA,NA,5
East Pacific,Mollusca,Bivalvia,NA,NA,NA,NA,5
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,NA,NA,5
East Pacific,Annelida,Clitellata,NA,NA,NA,NA,4
East Pacific,Annelida,Polychaeta,Sabellida,Serpulidae,NA,NA,4
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Chirundina,NA,4
East Pacific,Arthropoda,Copepoda,Calanoida,Augaptilidae,Centraugaptilus,NA,4
East Pacific,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Goniopsyllus,NA,4
East Pacific,Arthropoda,Copepoda,NA,NA,NA,NA,4
East Pacific,Arthropoda,Malacostraca,Amphipoda,Eupronoidae,Eupronoe,NA,4
East Pacific,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,4
East Pacific,Chaetognatha,Sagittoidea,NA,NA,NA,NA,4
East Pacific,Cnidaria,Octocorallia,Malacalcyonacea,Isididae,NA,NA,4
East Pacific,Echinodermata,Crinoidea,Comatulida,NA,NA,NA,4
East Pacific,Echinodermata,Ophiuroidea,NA,NA,NA,NA,4
East Pacific,Mollusca,NA,NA,NA,NA,NA,4
East Pacific,Myzozoa,Dinophyceae,Dinophysales,Amphisoleniaceae,NA,NA,4
East Pacific,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,NA,NA,4
East Pacific,Nematoda,Enoplea,Enoplida,Oxystominidae,NA,NA,4
East Pacific,Annelida,Polychaeta,Phyllodocida,Iospilidae,Phalacrophorus,NA,3
East Pacific,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,NA,3
East Pacific,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA,3
East Pacific,Arthropoda,Branchiopoda,NA,NA,NA,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Chiridius,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Canthocalanus,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Disseta,NA,3
East Pacific,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Mesorhabdus,NA,3
East Pacific,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Miracia,NA,3
East Pacific,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina,NA,3
East Pacific,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,NA,3
East Pacific,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,NA,3
East Pacific,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,NA,3
East Pacific,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,NA,3
East Pacific,Arthropoda,Malacostraca,Thermosbaenacea,NA,NA,NA,3
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypria,NA,3
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,NA,3
East Pacific,Chordata,Teleostei,Notacanthiformes,Halosauridae,NA,NA,3
East Pacific,Chordata,Thaliacea,Salpida,Salpidae,Ritteriella,NA,3
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Sulculeolaria,NA,3
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,NA,3
East Pacific,Echinodermata,Echinoidea,Spatangoida,NA,NA,NA,3
East Pacific,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,NA,3
East Pacific,Myzozoa,Dinophyceae,Gonyaulacales,Heterodiniaceae,NA,NA,3
East Pacific,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,NA,NA,3
East Pacific,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,NA,NA,3
East Pacific,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,NA,NA,3
East Pacific,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,NA,NA,3
East Pacific,Porifera,Hexactinellida,NA,NA,NA,NA,3
East Pacific,Porifera,NA,NA,NA,NA,NA,3
East Pacific,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Pelagobia,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideopsis,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Paraheterorhabdus,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,NA,2
East Pacific,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Mimocalanus,NA,2
East Pacific,Arthropoda,Malacostraca,Amphipoda,Amphithyridae,Paralycaea,NA,2
East Pacific,Arthropoda,Malacostraca,Amphipoda,Eurytheneidae,Eurythenes,NA,2
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Phronimopsis,NA,2
East Pacific,Arthropoda,Malacostraca,Amphipoda,Uristidae,Abyssorchomene,NA,2
East Pacific,Arthropoda,Malacostraca,Decapoda,Axiidae,NA,NA,2
East Pacific,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,NA,NA,2
East Pacific,Arthropoda,Malacostraca,Decapoda,Spongicolidae,NA,NA,2
East Pacific,Arthropoda,Malacostraca,NA,NA,NA,NA,2
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,NA,2
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecilla,NA,2
East Pacific,Chordata,Elasmobranchii,Squaliformes,Somniosidae,NA,NA,2
East Pacific,Chordata,Holocephali,Chimaeriformes,Chimaeridae,NA,NA,2
East Pacific,Chordata,Teleostei,Ophidiiformes,Ophidiidae,NA,NA,2
East Pacific,Chordata,Teleostei,Scombriformes,Bramidae,Brama,NA,2
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abyla,NA,2
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,NA,2
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Bargmannia,NA,2
East Pacific,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,NA,2
East Pacific,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Rhopalonema,NA,2
East Pacific,Cnidaria,Hydrozoa,NA,NA,NA,NA,2
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Chrysogorgiidae,NA,NA,2
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,NA,NA,2
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Umbellulidae,NA,NA,2
East Pacific,Echinodermata,Holothuroidea,NA,NA,NA,NA,2
East Pacific,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Astrochlamys,NA,2
East Pacific,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,NA,2
East Pacific,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,NA,NA,2
East Pacific,Nematoda,Chromadorea,Monhysterida,Monhysteridae,Halomonhystera,Halomonhystera disjuncta,2
East Pacific,Porifera,Demospongiae,NA,NA,NA,NA,2
East Pacific,Porifera,Hexactinellida,Sceptrulophora,Farreidae,NA,NA,2
East Pacific,Tardigrada,NA,NA,NA,NA,NA,2
East Pacific,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Plotohelmis,NA,1
East Pacific,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,1
East Pacific,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Arietellidae,Paraugaptilus,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Paracalanidae,NA,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Lophothrix,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Pseudoamallothrix,NA,1
East Pacific,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scottocalanus,NA,1
East Pacific,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Dioithona,NA,1
East Pacific,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Vettoria,NA,1
East Pacific,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lanceolidae,Lanceola,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Hyperioides,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Lycaeopsidae,Lycaeopsis,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronimella,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Hemityphis,NA,1
East Pacific,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Tetrathyrus,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Acanthephyra,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,NA,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassa,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Galatheidae,NA,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Lithodidae,NA,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,1
East Pacific,Arthropoda,Malacostraca,Decapoda,Palaemonidae,NA,NA,1
East Pacific,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Hansarsia,NA,1
East Pacific,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematobrachion,NA,1
East Pacific,Arthropoda,Malacostraca,Mysida,Mysidae,Hemisiriella,NA,1
East Pacific,Arthropoda,Malacostraca,Mysida,Mysidae,Shenimysis,NA,1
East Pacific,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia,NA,1
East Pacific,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,NA,1
East Pacific,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,NA,NA,1
East Pacific,Bryozoa,Gymnolaemata,Cheilostomatida,Bifaxariidae,Bifaxaria,NA,1
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta,NA,1
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,NA,1
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Ferosagitta,NA,1
East Pacific,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Zonosagitta,NA,1
East Pacific,Chordata,Appendicularia,Copelata,Oikopleuridae,Megalocercus,NA,1
East Pacific,Chordata,Thaliacea,Doliolida,Doliolidae,Dolioletta,NA,1
East Pacific,Cnidaria,Hexacorallia,Actiniaria,Actinoscyphiidae,NA,NA,1
East Pacific,Cnidaria,Hexacorallia,Antipatharia,Cladopathidae,Hexapathes,NA,1
East Pacific,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,NA,1
East Pacific,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Liriope,NA,1
East Pacific,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Cunina,NA,1
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Ceratocymba,NA,1
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Clausophyidae,Clausophyes,NA,1
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,NA,1
East Pacific,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Vogtia,NA,1
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Chrysogorgiidae,Iridogorgia,NA,1
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Chrysogorgiidae,Radicipes,NA,1
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,Coralliidae,Paragorgia,NA,1
East Pacific,Cnidaria,Octocorallia,Scleralcyonacea,NA,NA,NA,1
East Pacific,Cnidaria,Scyphozoa,NA,NA,NA,NA,1
East Pacific,Echinodermata,Asteroidea,Brisingida,Brisingidae,NA,NA,1
East Pacific,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,NA,1
East Pacific,Echinodermata,Asteroidea,Brisingida,Freyellidae,NA,NA,1
East Pacific,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,1
East Pacific,Echinodermata,Asteroidea,Spinulosida,NA,NA,NA,1
East Pacific,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Goniaster,NA,1
East Pacific,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,NA,NA,1
East Pacific,Echinodermata,Crinoidea,NA,NA,NA,NA,1
East Pacific,Echinodermata,Echinoidea,Aspidodiadematoida,NA,NA,NA,1
East Pacific,Echinodermata,Holothuroidea,Elasipodida,NA,NA,NA,1
East Pacific,Echinodermata,Ophiuroidea,Euryalida,NA,NA,NA,1
East Pacific,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,NA,NA,1
East Pacific,Echinodermata,NA,NA,NA,NA,NA,1
East Pacific,Haptophyta,Coccolithophyceae,Syracosphaerales,Syracosphaeraceae,NA,NA,1
East Pacific,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,NA,1
East Pacific,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Cavolinia,NA,1
East Pacific,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,NA,1
East Pacific,Mollusca,Gastropoda,Pteropoda,Clionidae,Paraclione,NA,1
East Pacific,Mollusca,Gastropoda,Pteropoda,Desmopteridae,Desmopterus,NA,1
East Pacific,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Rhips,NA,1
East Pacific,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Paracanthonchus,NA,1
East Pacific,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,NA,NA,1
East Pacific,Nematoda,Chromadorea,Desmodorida,Draconematidae,NA,NA,1
East Pacific,Nematoda,Chromadorea,Monhysterida,Xyalidae,Theristus,NA,1
East Pacific,Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema altogolfi,1
East Pacific,Nematoda,Chromadorea,Rhabditida,Rhabditidae,NA,NA,1
East Pacific,Nematoda,Enoplea,Enoplida,Enchelidiidae,NA,NA,1
East Pacific,Nematoda,Enoplea,Enoplida,Oncholaimidae,NA,NA,1
East Pacific,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,NA,1
East Pacific,Nematoda,Enoplea,Enoplida,Rhabdolaimidae,Syringolaimus,NA,1
East Pacific,Nematoda,Enoplea,Enoplida,Trefusiidae,Rhabdocoma,NA,1
East Pacific,Porifera,Demospongiae,Tetractinellida,Tetillidae,NA,NA,1
East Pacific,Porifera,Hexactinellida,Lyssacinosida,Leucopsacidae,NA,NA,1
East Pacific,Porifera,Hexactinellida,Sceptrulophora,Farreidae,Aspidoscopulia,NA,1
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Rimicaris,NA,3407
Mid Atlantic,Mollusca,Bivalvia,Mytilida,Modiolidae,Bathymodiolus,NA,255
Mid Atlantic,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Pseudorimula,NA,110
Mid Atlantic,Annelida,Polychaeta,Spionida,NA,NA,NA,86
Mid Atlantic,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Peltospira,NA,63
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Alvinocaris,NA,51
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,50
Mid Atlantic,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,47
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,NA,NA,46
Mid Atlantic,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,NA,37
Mid Atlantic,Arthropoda,Maxillopoda,NA,NA,NA,NA,28
Mid Atlantic,Cnidaria,NA,NA,NA,NA,NA,25
Mid Atlantic,Echinodermata,Ophiuroidea,NA,NA,NA,NA,24
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Mirocaris,NA,23
Mid Atlantic,Annelida,Polychaeta,NA,Capitellidae,NA,NA,21
Mid Atlantic,Annelida,Polychaeta,Phyllodocida,Hesionidae,NA,NA,19
Mid Atlantic,Annelida,Polychaeta,Amphinomida,Amphinomidae,Archinome,NA,18
Mid Atlantic,Mollusca,Gastropoda,Lepetellida,Sutilizonidae,Sutilizona,NA,18
Mid Atlantic,Annelida,Polychaeta,NA,Chaetopteridae,NA,NA,12
Mid Atlantic,Mollusca,Gastropoda,NA,NA,NA,NA,11
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Segonzacia,NA,10
Mid Atlantic,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,10
Mid Atlantic,Annelida,Polychaeta,NA,NA,NA,NA,8
Mid Atlantic,Chordata,Teleostei,Perciformes,Zoarcidae,NA,NA,8
Mid Atlantic,Nematoda,NA,NA,NA,NA,NA,8
Mid Atlantic,Porifera,NA,NA,NA,NA,NA,8
Mid Atlantic,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchipolynoe,NA,6
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Galatheidae,NA,NA,5
Mid Atlantic,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotopodium,NA,4
Mid Atlantic,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,NA,4
Mid Atlantic,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,4
Mid Atlantic,Arthropoda,Pycnogonida,NA,NA,NA,NA,4
